  r(μm)     depth(nm)
10.3155  -522.62341581
10.3377  -522.50820374
10.3599  -522.51089268
10.3821  -522.56110213
10.4044  -522.51979659
10.4266  -522.46243261
10.4488  -522.30594279
10.4710  -522.15204963
10.4932  -522.01514341
10.5154  -522.06446489
10.5377  -522.04422394
10.5599  -522.13699632
10.5821  -522.14064620
10.6043  -522.23790751
10.6265  -521.96895400
10.6487  -521.77067794
10.6710  -521.61647524
10.6932  -521.22761479
10.7154  -520.98693928
10.7376  -520.99491802
10.7598  -520.76621135
10.7820  -520.72254903
10.8043  -520.91531367
10.8265  -520.85297905
10.8487  -520.91518297
10.8709  -520.95765134
10.8931  -521.00755545
10.9154  -521.09472041
10.9376  -521.08367360
10.9598  -520.99728309
10.9820  -520.97743974
11.0042  -521.19704645
11.0264  -521.04394400
11.0487  -521.29140322
11.0709  -521.73602883
11.0931  -521.86757249
11.1153  -521.95536049
11.1375  -521.89703803
11.1597  -522.00529132
11.1820  -521.92178095
11.2042  -522.08268053
11.2264  -522.14364201
11.2486  -522.22086265
11.2708  -522.51706700
11.2930  -522.82248859
11.3153  -522.63720467
11.3375  -522.65225474
11.3597  -522.71759350
11.3819  -522.55038763
11.4041  -522.69158924
11.4263  -522.97434191
11.4486  -522.83656446
11.4708  -522.91835943
11.4930  -522.92725245
11.5152  -522.83201213
11.5374  -522.69084044
11.5597  -522.86897633
11.5819  -522.79896210
11.6041  -522.57834483
11.6263  -522.57527714
11.6485  -522.59149996
11.6707  -522.54456148
11.6930  -522.61229717
11.7152  -522.76954346
11.7374  -522.59728411
11.7596  -522.69029708
11.7818  -522.74172792
11.8040  -522.36947186
11.8263  -522.32569985
11.8485  -522.47979225
11.8707  -522.00758592
11.8929  -522.22040865
11.9151  -522.36935750
11.9373  -522.10354568
11.9596  -522.15831858
11.9818  -522.45702139
12.0040  -522.03799353
12.0262  -522.14390892
12.0484  -522.50138340
12.0707  -522.40145634
12.0929  -522.40122924
12.1151  -522.64434963
12.1373  -522.40616458
12.1595  -522.12765899
12.1817  -522.13044101
12.2040  -522.06774584
12.2262  -522.04101629
12.2484  -522.14099350
12.2706  -522.30763525
12.2928  -522.36109639
12.3150  -522.36806479
12.3373  -522.25937859
12.3595  -522.25811608
12.3817  -522.09190375
12.4039  -522.15386492
12.4261  -522.00829645
12.4483  -521.88896465
12.4706  -521.95982955
12.4928  -521.71123370
12.5150  -521.67770834
12.5372  -521.77896559
12.5594  -521.59645368
12.5816  -521.55588694
12.6039  -521.73014294
12.6261  -521.60660781
12.6483  -521.52339540
12.6705  -521.80245961
12.6927  -521.77856180
12.7150  -521.78398447
12.7372  -521.89716759
12.7594  -521.93187085
12.7816  -521.93580330
12.8038  -522.28585968
12.8260  -522.23183442
12.8483  -522.27179980
12.8705  -522.84437848
12.8927  -522.65104542
12.9149  -522.58970493
12.9371  -523.00771896
12.9593  -522.88559740
12.9816  -522.72195187
13.0038  -522.92228598
13.0260  -522.69730593
13.0482  -522.41302054
13.0704  -522.54872553
13.0926  -522.74485993
13.1149  -522.63544200
13.1371  -522.76140436
13.1593  -522.90247819
13.1815  -522.88211130
13.2037  -522.90767483
13.2259  -522.95814855
13.2482  -523.02213498
13.2704  -522.94349234
13.2926  -523.24983326
13.3148  -523.05019959
13.3370  -523.09612642
13.3593  -523.28244893
13.3815  -523.27965495
13.4037  -523.42973007
13.4259  -523.36472701
13.4481  -523.24567417
13.4703  -523.14044529
13.4926  -523.06217866
13.5148  -522.91862365
13.5370  -522.50088195
13.5592  -522.37683995
13.5814  -522.43749893
13.6036  -522.31297868
13.6259  -522.45909096
13.6481  -522.57255597
13.6703  -522.62911384
13.6925  -522.80918135
13.7147  -522.91279269
13.7369  -522.79358897
13.7592  -522.74479774
13.7814  -522.97916093
13.8036  -522.78027740
13.8258  -522.84094222
13.8480  -523.00548512
13.8703  -522.85989053
13.8925  -522.79995805
13.9147  -522.94241243
13.9369  -522.66643266
13.9591  -522.65865854
13.9813  -522.75687260
14.0036  -522.68393565
14.0258  -522.53982907
14.0480  -522.69966328
14.0702  -522.51038380
14.0924  -522.43891504
14.1146  -522.66326212
14.1369  -522.41773429
14.1591  -522.41890116
14.1813  -522.38305227
14.2035  -522.22481080
14.2257  -522.36282672
14.2479  -522.44040474
14.2702  -522.28373436
14.2924  -522.39634757
14.3146  -521.96795147
14.3368  -522.08191526
14.3590  -521.69940151
14.3812  -521.76220525
14.4035  -521.87574572
14.4257  -521.77019630
14.4479  -521.67609667
14.4701  -521.89738573
14.4923  -521.61952664
14.5146  -521.67447425
14.5368  -521.85815139
14.5590  -521.74030204
14.5812  -521.43694585
14.6034  -521.54229190
14.6256  -521.35451287
14.6479  -521.22403701
14.6701  -521.41148432
14.6923  -521.33243795
14.7145  -521.10306321
14.7367  -521.15992108
14.7589  -521.00300492
14.7812  -520.90632085
14.8034  -520.92950571
14.8256  -521.19788581
14.8478  -520.99936505
14.8700  -521.05839698
14.8922  -521.29130561
14.9145  -520.96300302
14.9367  -521.09393014
14.9589  -521.18234482
14.9811  -521.04331709
15.0033  -521.35772963
15.0255  -521.43912693
15.0478  -521.33786950
15.0700  -521.50357757
15.0922  -521.52104087
15.1144  -521.43768617
15.1366  -521.49244769
15.1589  -521.51292363
15.1811  -521.40443501
15.2033  -521.35330754
15.2255  -521.33861503
15.2477  -521.42876875
15.2699  -521.70898777
15.2922  -521.67734688
15.3144  -521.88610587
15.3366  -521.81774172
15.3588  -521.72331223
15.3810  -521.61386976
15.4032  -521.63802163
15.4255  -521.53849987
15.4477  -521.76738725
15.4699  -522.06050733
15.4921  -522.10354809
15.5143  -522.31936589
15.5365  -522.24549461
15.5588  -522.43915321
15.5810  -522.44481431
15.6032  -522.31896712
15.6254  -522.19342085
15.6476  -522.15058048
15.6699  -522.14180534
15.6921  -522.02987148
15.7143  -522.08401717
15.7365  -521.94399178
15.7587  -521.98118531
15.7809  -522.22906363
15.8032  -522.22664739
15.8254  -522.02669962
15.8476  -522.43091949
15.8698  -522.29828583
15.8920  -522.02251201
15.9142  -522.16705905
15.9365  -522.22355013
15.9587  -522.12249746
15.9809  -522.26774426
16.0031  -522.31671903
16.0253  -522.09084242
16.0475  -522.13881501
16.0698  -522.31897160
16.0920  -522.02748338
16.1142  -522.09349982
16.1364  -522.33427077
16.1586  -522.05278355
16.1808  -522.04340322
16.2031  -522.18718996
16.2253  -522.26050215
16.2475  -522.32676042
16.2697  -522.52322096
16.2919  -522.63753462
16.3142  -522.60506529
16.3364  -522.54888508
16.3586  -522.49590409
16.3808  -522.42746963
16.4030  -522.44410663
16.4252  -522.47755764
16.4475  -522.47616661
16.4697  -522.36254508
16.4919  -522.43419504
16.5141  -522.22978483
16.5363  -522.25096822
16.5585  -522.10908619
16.5808  -522.15924335
16.6030  -522.20450229
16.6252  -522.23840194
16.6474  -522.36031866
16.6696  -522.79829204
16.6918  -523.00311365
16.7141  -522.87267369
16.7363  -522.94619732
16.7585  -523.25783189
16.7807  -523.19351778
16.8029  -523.06302922
16.8251  -523.33549373
16.8474  -523.17598299
16.8696  -523.16137772
16.8918  -523.70102007
16.9140  -523.56930767
16.9362  -523.49397051
16.9585  -523.78990250
16.9807  -523.54300999
17.0029  -523.37658641
17.0251  -523.47219850
17.0473  -523.13165232
17.0695  -522.91370121
17.0918  -523.09410890
17.1140  -522.85852420
17.1362  -522.70910068
17.1584  -522.95748610
17.1806  -522.76689144
17.2028  -522.68996479
17.2251  -522.70885225
17.2473  -522.52251620
17.2695  -522.49708580
17.2917  -522.38983327
17.3139  -522.30900386
17.3361  -522.27378438
17.3584  -522.15824765
17.3806  -522.14495734
17.4028  -522.26364139
17.4250  -522.18645364
17.4472  -522.31885357
17.4695  -522.22620828
17.4917  -522.13265126
17.5139  -522.15879485
17.5361  -522.04217318
17.5583  -521.67932017
17.5805  -521.73679788
17.6028  -521.61926748
17.6250  -521.37053907
17.6472  -521.08913851
17.6694  -520.42012308
17.6916  -518.86122593
17.7138  -516.78439741
17.7361  -513.60085092
17.7583  -508.64759231
17.7805  -502.60135593
17.8027  -495.03839086
17.8249  -485.21258823
17.8471  -473.41040397
17.8694  -460.42930159
17.8916  -446.64860944
17.9138  -432.46444543
17.9360  -417.90347926
17.9582  -402.85810912
17.9804  -386.95178334
18.0027  -370.38350621
18.0249  -353.14892426
18.0471  -335.25141745
18.0693  -317.55255192
18.0915  -300.49660849
18.1138  -283.79055136
18.1360  -268.01773992
18.1582  -253.15650254
18.1804  -238.30722596
18.2026  -224.04911290
18.2248  -209.73687014
18.2471  -195.27851149
18.2693  -180.75447512
18.2915  -166.07032520
18.3137  -151.25362295
18.3359  -137.12599521
18.3581  -123.65437113
18.3804  -111.00658991
18.4026  -99.69140677
18.4248  -89.35458634
18.4470  -79.86088251
18.4692  -71.57031676
18.4914  -64.15751789
18.5137  -57.52105796
18.5359  -52.34000024
18.5581  -47.87877420
18.5803  -43.80120363
18.6025  -40.34044841
18.6247  -37.37290617
18.6470  -34.43961173
18.6692  -31.93214823
18.6914  -29.70663512
18.7136  -27.40463694
18.7358  -25.34841456
18.7581  -23.77852559
18.7803  -22.24967521
18.8025  -21.02665716
18.8247  -19.88693383
18.8469  -18.86989762
18.8691  -17.84827978
18.8914  -16.99471559
18.9136  -15.81927895
18.9358  -14.91013188
18.9580  -14.18740732
18.9802  -13.43784263
19.0024  -12.57142389
19.0247  -11.82594391
19.0469  -11.51855500
19.0691  -10.68608531
19.0913  -10.10317703
19.1135   -9.47896237
19.1357   -8.73766274
19.1580   -8.04982690
19.1802   -7.59521530
19.2024   -7.02174929
19.2246   -6.50172467
19.2468   -5.96338375
19.2691   -5.57178626
19.2913   -4.88275053
19.3135   -4.48929615
19.3357   -3.87907110
19.3579   -3.49502818
19.3801   -3.05273610
19.4024   -2.49398927
19.4246   -2.28023183
19.4468   -2.05048411
19.4690   -1.68375365
19.4912   -1.33726818
19.5134   -1.11958847
19.5357   -0.79330471
19.5579   -0.24917693
19.5801   -0.13290473
19.6023    0.11870574
19.6245    0.35363777
19.6467    0.32787636
19.6690    0.38788577
19.6912    0.74076816
19.7134    0.74595737
19.7356    0.81029406
19.7578    1.06177286
19.7800    1.11793354
19.8023    1.17094693
19.8245    1.37775005
19.8467    1.27155651
19.8689    1.23993028
19.8911    1.44998271
19.9134    1.42503091
19.9356    1.34232325
19.9578    1.60892485
19.9800    1.48275455
20.0022    1.34091794
20.0244    1.33815263
20.0467    1.12907132
20.0689    1.12936936
20.0911    1.24075106
20.1133    1.25399424
20.1355    1.33534791
20.1577    1.47571732
20.1800    1.63546529
20.2022    1.82996905
20.2244    1.86950552
20.2466    1.77900051
20.2688    1.94162540
20.2910    2.07554573
20.3133    2.13328378
20.3355    2.10617770
20.3577    1.96815252
20.3799    2.13163495
20.4021    1.91230143
20.4244    1.97389548
20.4466    2.10476846
20.4688    2.02612432
20.4910    2.03159445
20.5132    1.97320065
20.5354    2.04474241
20.5577    1.99886758
20.5799    2.16634242
20.6021    2.34534681
20.6243    2.08185515
20.6465    2.14847395
20.6687    2.14814145
20.6910    2.16474237
20.7132    2.36802202
20.7354    2.37081430
20.7576    2.46644042
20.7798    2.52729355
20.8020    2.46715008
20.8243    2.31214012
20.8465    2.07589315
20.8687    2.14191413
20.8909    2.01430129
20.9131    1.76844800
20.9353    1.68560143
20.9576    1.91895326
20.9798    2.02825116
21.0020    2.13480775
21.0242    2.36510235
21.0464    2.19797902
21.0687    1.96016176
21.0909    2.12949910
21.1131    1.78840707
21.1353    1.67635479
21.1575    1.83567372
21.1797    1.73936451
21.2020    1.84792684
21.2242    2.17922348
21.2464    1.96645166
21.2686    1.99917242
21.2908    2.40553458
21.3130    2.01281238
21.3353    1.94228778
21.3575    2.10972703
21.3797    1.85819140
21.4019    1.68165937
21.4241    1.91156359
21.4463    1.51893725
21.4686    1.62130679
21.4908    1.90078183
21.5130    1.58522440
21.5352    1.72610123
21.5574    2.04250943
21.5796    1.88282754
21.6019    2.00993342
21.6241    2.18495331
21.6463    1.92285609
21.6685    1.69939945
21.6907    1.71036973
21.7130    1.41819915
21.7352    1.37453649
21.7574    1.39426724
21.7796    1.23848241
21.8018    1.17990231
21.8240    1.23890951
21.8463    1.17822776
21.8685    1.06701569
21.8907    1.08017221
21.9129    1.10765990
21.9351    1.20918146
21.9573    1.14054529
21.9796    1.48956534
22.0018    1.50932514
22.0240    1.27893145
22.0462    1.35895982
22.0684    1.20075513
22.0906    0.95649588
22.1129    1.14140578
22.1351    1.16902054
22.1573    0.97420275
22.1795    1.13755837
22.2017    1.00603931
22.2240    0.69656477
22.2462    0.77984406
22.2684    0.72319066
22.2906    0.46162106
22.3128    0.57743451
22.3350    0.59872690
22.3573    0.41282020
22.3795    0.56118681
22.4017    0.78075703
22.4239    0.70028906
22.4461    0.78327183
22.4683    0.94805259
22.4906    0.83751292
22.5128    0.95393368
22.5350    0.91856767
22.5572    0.67453087
22.5794    0.82329676
22.6016    0.77869800
22.6239    0.62393537
22.6461    0.67141057
22.6683    0.60499975
22.6905    0.44439388
22.7127    0.31446773
22.7349    0.39489540
22.7572    0.29954658
22.7794    0.40973246
22.8016    0.31654076
22.8238    0.41595375
22.8460    0.35126182
22.8683    0.60532848
22.8905    0.86643584
22.9127    0.91971816
22.9349    1.11174708
22.9571    1.45131586
22.9793    1.55077735
23.0016    1.63603535
23.0238    1.72186078
23.0460    1.62176275
23.0682    1.39147464
23.0904    1.63964091
23.1126    1.31413389
23.1349    1.28615316
23.1571    1.44302320
23.1793    1.31478184
23.2015    0.99685762
23.2237    1.15757810
23.2459    0.84636942
23.2682    0.86960928
23.2904    0.95997249
23.3126    0.87354596
23.3348    0.73177569
23.3570    1.01250594
23.3792    0.91003960
23.4015    0.76718896
23.4237    0.81130671
23.4459    0.42450251
23.4681    0.27734327
23.4903    0.21915126
23.5126    0.21440779
23.5348    0.06331322
23.5570    0.33881896
23.5792    0.29937254
23.6014    0.24134953
23.6236    0.27821504
23.6459    0.15369598
23.6681   -0.15224143
23.6903   -0.07056422
23.7125   -0.14712544
23.7347   -0.38754331
23.7569   -0.46090093
23.7792   -0.31362991
23.8014   -0.57632300
23.8236   -0.45488399
23.8458   -0.24587012
23.8680   -0.35615168
23.8902   -0.40455940
23.9125   -0.29907598
23.9347   -0.26277385
23.9569   -0.40734652
23.9791   -0.20286814
24.0013   -0.14002284
24.0236   -0.16889243
24.0458    0.00991224
24.0680    0.19718693
24.0902    0.00000000
24.1124    0.23715538
24.1346    0.22746146
24.1569    0.36379437
24.1791    0.51552530
24.2013    0.43582936
24.2235    0.26367217
24.2457    0.43057720
24.2679    0.52080217
24.2902    0.43047488
24.3124    0.67102219
24.3346    0.69504784
24.3568    0.61554625
24.3790    0.70306267
24.4012    0.75403485
24.4235    0.50622933
24.4457    0.50519174
24.4679    0.36853819
24.4901    0.32153751
24.5123    0.19072488
24.5345    0.12111595
24.5568   -0.03603859
24.5790    0.01123233
24.6012   -0.15849829
24.6234   -0.03129766
24.6456   -0.32672306
24.6679   -0.15301671
24.6901    0.01456044
24.7123    0.01496447
24.7345   -0.13277591
24.7567    0.08141855
24.7789   -0.14255365
24.8012   -0.17505062
24.8234   -0.23150561
24.8456   -0.28653213
24.8678   -0.47927156
24.8900   -0.50385020
24.9122   -0.45380539
24.9345   -0.44697533
24.9567   -0.53470948
24.9789   -0.37001458
25.0011   -0.48823382
25.0233   -0.30102153
25.0455   -0.41241085
25.0678   -0.40130050
25.0900   -0.31798116
25.1122   -0.31703343
25.1344   -0.38978158
25.1566   -0.05438854
25.1788   -0.14428029
25.2011   -0.16205497
25.2233   -0.14457707
25.2455    0.02189519
25.2677   -0.04478684
25.2899    0.18548420
25.3122    0.23603597
25.3344    0.22169583
25.3566    0.34218018
25.3788    0.21547092
25.4010    0.23371402
25.4232    0.09974632
25.4455    0.21504585
25.4677    0.19692781
25.4899    0.32628256
25.5121    0.50427459
25.5343    0.43873867
25.5565    0.48129163
25.5788    0.47239072
25.6010    0.13991144
25.6232    0.01072842
25.6454   -0.00104343
25.6676   -0.16218079
25.6898   -0.32668898
25.7121   -0.23159435
25.7343   -0.38397890
25.7565   -0.33778698
25.7787   -0.20762128
25.8009   -0.42052840
25.8232   -0.46988163
25.8454   -0.32736509
25.8676   -0.51311973
25.8898   -0.54980486
25.9120   -0.40719264
25.9342   -0.11679546
25.9565   -0.10973553
25.9787   -0.01310289
26.0009    0.09527576
26.0231    0.09540454
26.0453    0.06070841
26.0675   -0.02055017
26.0898   -0.14192535
26.1120   -0.36306949
26.1342   -0.03269480
26.1564   -0.22288284
26.1786   -0.09984989
26.2008    0.01445181
26.2231    0.09921922
26.2453    0.13454813
26.2675    0.35647310
26.2897    0.07133852
26.3119    0.01594826
26.3341    0.46753931
26.3564    0.35210182
26.3786    0.49151957
26.4008    0.66262678
26.4230    0.73143577
26.4452    0.58705550
26.4675    0.64413438
26.4897    0.42188071
26.5119    0.25604705
26.5341    0.51288847
26.5563    0.40162514
26.5785    0.38792640
26.6008    0.43438112
26.6230    0.32840034
26.6452    0.39190859
26.6674    0.64180371
26.6896    0.56457013
26.7118    0.48490536
26.7341    0.63984671
26.7563    0.48547658
26.7785    0.33955327
26.8007    0.15848605
26.8229    0.11589553
26.8451   -0.22252420
26.8674   -0.32679355
26.8896   -0.29567217
26.9118   -0.52048318
26.9340   -0.62155230
26.9562   -0.44259077
26.9784   -0.44727134
27.0007   -0.74300412
27.0229   -0.78622532
27.0451   -0.50675301
27.0673   -0.45336770
27.0895   -0.47695108
27.1118   -0.35389335
27.1340   -0.31271883
27.1562   -0.12399553
27.1784   -0.27144047
27.2006   -0.24943864
27.2228   -0.19916352
27.2451   -0.18666884
27.2673   -0.34977360
27.2895   -0.09156950
27.3117    0.09022240
27.3339    0.18400241
27.3561    0.27850176
27.3784    0.61140059
27.4006    0.44796534
27.4228    0.67053281
27.4450    0.89836028
27.4672    0.91749358
27.4894    0.77942329
27.5117    1.06564906
27.5339    1.12990776
27.5561    1.14821288
27.5783    1.27449712
27.6005    1.36510120
27.6228    1.25821746
27.6450    1.42064272
27.6672    1.32610779
27.6894    1.18792624
27.7116    1.48760578
27.7338    1.50589207
27.7561    1.58331967
27.7783    1.83630074
27.8005    1.73912368
27.8227    1.69036525
27.8449    1.68004693
27.8671    1.70708934
27.8894    1.43320380
27.9116    1.43167883
27.9338    1.44464960
27.9560    1.01675476
27.9782    1.04774599
28.0004    1.26381654
28.0227    1.13052737
28.0449    1.02639572
28.0671    1.01872509
28.0893    0.81360654
28.1115    0.93893320
28.1337    1.01078270
28.1560    0.87512148
28.1782    0.87432002
28.2004    1.07656992
28.2226    0.82149454
28.2448    0.88880707
28.2671    1.10467893
28.2893    0.85375593
28.3115    0.92776992
28.3337    1.11662158
28.3559    1.15172500
28.3781    1.07006493
28.4004    1.05240890
28.4226    1.21588843
28.4448    1.22999597
28.4670    1.31801596
28.4892    1.29500809
28.5114    1.45179536
28.5337    1.40139021
28.5559    1.81016944
28.5781    1.89086139
28.6003    1.96440534
28.6225    2.18189058
28.6447    2.15588675
28.6670    1.94763573
28.6892    2.16342771
28.7114    2.23184759
28.7336    2.10390150
28.7558    2.33944176
28.7780    2.23777005
28.8003    2.05778220
28.8225    2.27234615
28.8447    2.12220743
28.8669    1.90229921
28.8891    2.08806028
28.9114    1.93489446
28.9336    1.70430577
28.9558    1.71725504
28.9780    1.74736877
29.0002    1.55268990
29.0224    1.57612840
29.0447    1.66522056
29.0669    1.41512636
29.0891    1.54681595
29.1113    1.66348350
29.1335    1.79780924
29.1557    1.97071697
29.1780    2.09320761
29.2002    2.19319831
29.2224    2.34934294
29.2446    2.60503226
29.2668    2.61589088
29.2890    2.49993471
29.3113    2.83540718
29.3335    2.75562149
29.3557    2.80406986
29.3779    2.78412886
29.4001    2.82625826
29.4224    2.71680702
29.4446    2.83662052
29.4668    2.73407529
29.4890    2.56349640
29.5112    2.73017211
29.5334    2.64321142
29.5557    2.40618677
29.5779    2.06431708
29.6001    1.81077214
29.6223    1.42899828
29.6445    1.03559965
29.6667    0.65281836
29.6890   -0.27458049
29.7112   -1.29136956
29.7334   -2.16539965
29.7556   -3.53022527
29.7778   -4.35712715
29.8000   -5.18001237
29.8223   -5.98031144
29.8445   -6.95468954
29.8667   -7.50976859
29.8889   -8.23196486
29.9111   -8.67212534
29.9333   -8.95115192
29.9556   -9.62062060
29.9778  -10.29639562
30.0000  -10.77499188
30.0222  -11.48095651
30.0444  -12.41255897
30.0667  -13.06709327
30.0889  -14.05140799
30.1111  -15.29141522
30.1333  -16.58075689
30.1555  -17.96026771
30.1777  -19.76853731
30.2000  -21.46264126
30.2222  -23.64712163
30.2444  -26.11606944
30.2666  -28.77259142
30.2888  -31.46460796
30.3110  -34.74913494
30.3333  -37.94737593
30.3555  -41.12470806
30.3777  -44.73607812
30.3999  -48.76086473
30.4221  -52.71342020
30.4443  -57.08101314
30.4666  -61.62749700
30.4888  -65.30611933
30.5110  -69.05479790
30.5332  -72.93956694
30.5554  -76.06927095
30.5776  -79.72528457
30.5999  -83.47158506
30.6221  -86.65612612
30.6443  -90.30463941
30.6665  -94.16455885
30.6887  -97.86203409
30.7110  -102.13096906
30.7332  -107.06840407
30.7554  -111.67116442
30.7776  -117.14635744
30.7998  -122.94688000
30.8220  -128.97642930
30.8443  -134.91811362
30.8665  -140.61722801
30.8887  -145.55734287
30.9109  -150.46181099
30.9331  -155.29459107
30.9553  -159.39136524
30.9776  -163.54147856
30.9998  -167.57307312
31.0220  -171.71534732
31.0442  -176.20859029
31.0664  -182.03355303
31.0886  -189.17791889
31.1109  -197.18585194
31.1331  -207.02338335
31.1553  -218.02384098
31.1775  -230.12113087
31.1997  -244.48894686
31.2220  -260.43562750
31.2442  -277.43194544
31.2664  -295.28427290
31.2886  -314.45459776
31.3108  -332.31739576
31.3330  -349.84232587
31.3553  -367.10634510
31.3775  -384.02924378
31.3997  -401.98001310
31.4219  -420.68685498
31.4441  -439.80782158
31.4663  -458.13072808
31.4886  -473.07506011
31.5108  -484.88738255
31.5330  -492.49730543
31.5552  -498.27919494
31.5774  -503.28007462
31.5996  -507.71058974
31.6219  -511.08384468
31.6441  -514.03688531
31.6663  -516.28031728
31.6885  -518.24905308
31.7107  -519.79676073
31.7329  -520.62178175
31.7552  -521.53485313
31.7774  -522.33631303
31.7996  -522.71442590
31.8218  -523.30551160
31.8440  -523.99827887
31.8663  -524.24111361
31.8885  -524.75738434
31.9107  -525.18501869
31.9329  -525.08957803
31.9551  -525.20531058
31.9773  -525.37655538
31.9996  -525.01331917
32.0218  -525.22529059
32.0440  -525.32931584
32.0662  -525.41487225
32.0884  -525.34649200
32.1106  -525.52602272
32.1329  -525.45045702
32.1551  -525.43998686
32.1773  -525.47369048
32.1995  -525.25390023
32.2217  -524.92843660
32.2439  -525.13177761
32.2662  -525.11180854
32.2884  -525.20770466
32.3106  -525.33990371
32.3328  -525.27520575
32.3550  -525.49606824
32.3772  -525.52358941
32.3995  -525.56687473
32.4217  -525.65666811
32.4439  -525.70521228
32.4661  -525.45836646
32.4883  -525.43756954
32.5106  -525.40566584
32.5328  -525.51736714
32.5550  -525.82918750
32.5772  -525.73704488
32.5994  -525.98986615
32.6216  -526.16171309
32.6439  -526.09159526
32.6661  -526.20140715
32.6883  -526.35372788
32.7105  -525.96756404
32.7327  -526.36688719
32.7549  -526.37688499
32.7772  -526.31818608
32.7994  -526.31101126
32.8216  -526.21742405
32.8438  -526.10118927
32.8660  -526.27205251
32.8882  -526.24885486
32.9105  -526.19197284
32.9327  -526.27503602
32.9549  -526.45674468
32.9771  -526.08509283
32.9993  -526.56372023
33.0216  -526.74956506
33.0438  -526.40326900
33.0660  -526.58034699
33.0882  -526.58540619
33.1104  -526.33855366
33.1326  -526.43328318
33.1549  -526.59014722
33.1771  -526.45488141
33.1993  -526.58563934
33.2215  -526.71690272
33.2437  -526.36137338
33.2659  -526.31588621
33.2882  -525.89351736
33.3104  -524.57230747
33.3326  -522.80896902
33.3548  -519.98871522
33.3770  -515.78973380
33.3992  -510.04766362
33.4215  -502.52501968
33.4437  -492.91256114
33.4659  -481.55979444
33.4881  -469.73738518
33.5103  -457.41692869
33.5325  -445.21044909
33.5548  -433.40036276
33.5770  -421.16567359
33.5992  -408.69868370
33.6214  -396.18252753
33.6436  -383.45553738
33.6659  -370.87191904
33.6881  -358.83312502
33.7103  -347.18237374
33.7325  -335.97375519
33.7547  -325.22144263
33.7769  -314.73221338
33.7992  -304.16104119
33.8214  -293.54129756
33.8436  -282.68887830
33.8658  -271.32907845
33.8880  -259.27556020
33.9102  -246.76824930
33.9325  -234.25961142
33.9547  -221.26936230
33.9769  -208.42918612
33.9991  -195.76081983
34.0213  -182.91115014
34.0435  -170.31959405
34.0658  -157.84219704
34.0880  -145.61517598
34.1102  -133.84036204
34.1324  -122.71842510
34.1546  -111.94586133
34.1768  -101.95251281
34.1991  -92.55544472
34.2213  -83.86837712
34.2435  -75.97999592
34.2657  -68.85213504
34.2879  -62.27950918
34.3102  -56.44416535
34.3324  -51.75760325
34.3546  -47.50002192
34.3768  -43.82977631
34.3990  -41.12982064
34.4212  -38.50290405
34.4435  -36.77854193
34.4657  -34.84915813
34.4879  -33.23782557
34.5101  -31.68651362
34.5323  -29.96087200
34.5545  -28.46931233
34.5768  -26.64930869
34.5990  -24.49273955
34.6212  -22.70504484
34.6434  -20.35145199
34.6656  -18.76683808
34.6878  -17.18364474
34.7101  -15.53167890
34.7323  -14.53509879
34.7545  -13.38643292
34.7767  -12.23172370
34.7989  -11.39714003
34.8212  -10.62292508
34.8434   -9.75148390
34.8656   -8.97450675
34.8878   -8.31545140
34.9100   -7.37659445
34.9322   -6.92103995
34.9545   -6.44941685
34.9767   -5.62586173
34.9989   -5.04378417
35.0211   -4.72143187
35.0433   -4.21742992
35.0655   -3.78333826
35.0878   -3.32571463
35.1100   -2.94136520
35.1322   -2.47928405
35.1544   -2.14547118
35.1766   -1.83972066
35.1988   -1.68136837
35.2211   -1.29649417
35.2433   -1.05896775
35.2655   -0.74708614
35.2877   -0.53856806
35.3099   -0.38929923
35.3321   -0.05777150
35.3544    0.21987406
35.3766    0.20730440
35.3988    0.68035483
35.4210    0.58546289
35.4432    0.63589889
35.4655    1.07494980
35.4877    1.32653425
35.5099    1.21799392
35.5321    1.47665643
35.5543    1.35338401
35.5765    1.21594972
35.5988    1.23110669
35.6210    1.27945310
35.6432    1.04143629
35.6654    1.06173857
35.6876    1.12433415
35.7098    0.88660452
35.7321    1.15209675
35.7543    1.50271555
35.7765    1.25508518
35.7987    1.47174845
35.8209    1.47864377
35.8431    1.28034313
35.8654    1.23432530
35.8876    1.13741896
35.9098    1.05338651
35.9320    1.02592792
35.9542    0.98978728
35.9764    0.94763449
35.9987    0.83012759
36.0209    0.98709392
36.0431    1.02775639
36.0653    0.80690291
36.0875    0.97942659
36.1098    1.01688859
36.1320    0.76132828
36.1542    0.80942662
36.1764    0.99801505
36.1986    0.78593251
36.2208    0.73118554
36.2431    0.88129228
36.2653    0.72184046
36.2875    0.98365152
36.3097    1.21400293
36.3319    1.37198066
36.3541    1.54868583
36.3764    1.80385380
36.3986    1.68216083
36.4208    1.53072026
36.4430    1.74691831
36.4652    1.73213865
36.4874    1.71319660
36.5097    2.03794929
36.5319    1.87689456
36.5541    1.67513969
36.5763    1.79168014
36.5985    1.68872194
36.6208    1.52891857
36.6430    1.69455030
36.6652    1.49087717
36.6874    1.47206350
36.7096    1.69700358
36.7318    1.69145718
36.7541    1.53841810
36.7763    1.70715175
36.7985    1.47692149
36.8207    1.23686466
36.8429    1.11845616
36.8651    0.80030938
36.8874    0.77031229
36.9096    0.65288117
36.9318    0.59169477
36.9540    0.56642921
36.9762    0.55124360
36.9984    0.54112227
